arquivo_saida,threads,N,nnz,densidade,tempo_permutacao,tempo_iteracoes,biblioteca
outputB//tela-C-diag-grid-dim=0121-N=058564-1thr-SciPy.out,1,58564,234256,0.0068,0.002512,0.000607,SciPy
outputB//tela-C-diag-grid-dim=0121-N=058564-2thr-exelibC_0.out,2,58564,234256,0.01,0.000000,0.000312,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-2thr-exelibC_1.out,2,58564,234256,0.01,0.000340,0.000267,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-2thr-pylibC.out,2,58564,234256,0.0068,0.000490,0.000248,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-4thr-exelibC_0.out,4,58564,234256,0.01,0.000000,0.000235,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-4thr-exelibC_1.out,4,58564,234256,0.01,0.000221,0.000204,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-4thr-pylibC.out,4,58564,234256,0.0068,0.000597,0.000208,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-8thr-exelibC_0.out,8,58564,234256,0.01,0.000000,0.000188,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-8thr-exelibC_1.out,8,58564,234256,0.01,0.000148,0.000174,libC
outputB//tela-C-diag-grid-dim=0121-N=058564-8thr-pylibC.out,8,58564,234256,0.0068,0.000410,0.000159,libC
outputB//tela-C-hypercube-dim=0010-N=010240-1thr-exelibC_0.out,1,10240,102400,0.10,0.000000,0.000183,libC
outputB//tela-C-hypercube-dim=0010-N=010240-1thr-exelibC_1.out,1,10240,102400,0.10,0.000250,0.000170,libC
outputB//tela-C-hypercube-dim=0010-N=010240-1thr-pylibC.out,1,10240,102400,0.0977,0.000337,0.000182,libC
outputB//tela-C-hypercube-dim=0010-N=010240-1thr-SciPy.out,1,10240,102400,0.0977,0.000969,0.000209,SciPy
outputB//tela-C-hypercube-dim=0010-N=010240-2thr-exelibC_0.out,2,10240,102400,0.10,0.000000,0.000108,libC
outputB//tela-C-hypercube-dim=0010-N=010240-2thr-exelibC_1.out,2,10240,102400,0.10,0.000122,0.000092,libC
outputB//tela-C-hypercube-dim=0010-N=010240-2thr-pylibC.out,2,10240,102400,0.0977,0.000179,0.000099,libC
outputB//tela-C-hypercube-dim=0010-N=010240-4thr-exelibC_0.out,4,10240,102400,0.10,0.000000,0.000088,libC
outputB//tela-C-hypercube-dim=0010-N=010240-4thr-exelibC_1.out,4,10240,102400,0.10,0.000069,0.000084,libC
outputB//tela-C-hypercube-dim=0010-N=010240-4thr-pylibC.out,4,10240,102400,0.0977,0.000128,0.000077,libC
outputB//tela-C-hypercube-dim=0010-N=010240-8thr-exelibC_0.out,8,10240,102400,0.10,0.000000,0.000066,libC
outputB//tela-C-hypercube-dim=0010-N=010240-8thr-exelibC_1.out,8,10240,102400,0.10,0.000039,0.000067,libC
outputB//tela-C-hypercube-dim=0010-N=010240-8thr-pylibC.out,8,10240,102400,0.0977,0.000072,0.000044,libC
outputB//tela-C-hypercube-dim=0012-N=049152-1thr-exelibC_0.out,1,49152,589824,0.02,0.000000,0.001062,libC
outputB//tela-C-hypercube-dim=0012-N=049152-1thr-exelibC_1.out,1,49152,589824,0.02,0.001746,0.000980,libC
outputB//tela-C-hypercube-dim=0012-N=049152-1thr-pylibC.out,1,49152,589824,0.0244,0.002925,0.001172,libC
outputB//tela-C-hypercube-dim=0012-N=049152-1thr-SciPy.out,1,49152,589824,0.0244,0.010056,0.001353,SciPy
outputB//tela-C-hypercube-dim=0012-N=049152-2thr-exelibC_0.out,2,49152,589824,0.02,0.000000,0.000575,libC
outputB//tela-C-hypercube-dim=0012-N=049152-2thr-exelibC_1.out,2,49152,589824,0.02,0.000898,0.000516,libC
outputB//tela-C-hypercube-dim=0012-N=049152-2thr-pylibC.out,2,49152,589824,0.0244,0.001619,0.000587,libC
outputB//tela-C-hypercube-dim=0012-N=049152-4thr-exelibC_0.out,4,49152,589824,0.02,0.000000,0.000414,libC
outputB//tela-C-hypercube-dim=0012-N=049152-4thr-exelibC_1.out,4,49152,589824,0.02,0.000488,0.000440,libC
outputB//tela-C-hypercube-dim=0012-N=049152-4thr-pylibC.out,4,49152,589824,0.0244,0.001192,0.000431,libC
outputB//tela-C-hypercube-dim=0012-N=049152-8thr-exelibC_0.out,8,49152,589824,0.02,0.000000,0.000287,libC
outputB//tela-C-hypercube-dim=0012-N=049152-8thr-exelibC_1.out,8,49152,589824,0.02,0.000278,0.000285,libC
outputB//tela-C-hypercube-dim=0012-N=049152-8thr-pylibC.out,8,49152,589824,0.0244,0.000773,0.000253,libC
outputB//tela-C-hypercube-dim=0014-N=229376-1thr-exelibC_0.out,1,229376,3211264,0.01,0.000000,0.007259,libC
outputB//tela-C-hypercube-dim=0014-N=229376-1thr-exelibC_1.out,1,229376,3211264,0.01,0.022615,0.007071,libC
outputB//tela-C-hypercube-dim=0014-N=229376-1thr-pylibC.out,1,229376,3211264,0.0061,0.025095,0.007783,libC
outputB//tela-C-hypercube-dim=0014-N=229376-1thr-SciPy.out,1,229376,3211264,0.0061,0.083993,0.008520,SciPy
outputB//tela-C-hypercube-dim=0014-N=229376-2thr-exelibC_0.out,2,229376,3211264,0.01,0.000000,0.003942,libC
outputB//tela-C-hypercube-dim=0014-N=229376-2thr-exelibC_1.out,2,229376,3211264,0.01,0.012078,0.003695,libC
outputB//tela-C-hypercube-dim=0014-N=229376-2thr-pylibC.out,2,229376,3211264,0.0061,0.013247,0.003746,libC
outputB//tela-C-hypercube-dim=0014-N=229376-4thr-exelibC_0.out,4,229376,3211264,0.01,0.000000,0.002542,libC
outputB//tela-C-hypercube-dim=0014-N=229376-4thr-exelibC_1.out,4,229376,3211264,0.01,0.006270,0.002455,libC
outputB//tela-C-hypercube-dim=0014-N=229376-4thr-pylibC.out,4,229376,3211264,0.0061,0.007622,0.002364,libC
outputB//tela-C-hypercube-dim=0014-N=229376-8thr-exelibC_0.out,8,229376,3211264,0.01,0.000000,0.001649,libC
outputB//tela-C-hypercube-dim=0014-N=229376-8thr-exelibC_1.out,8,229376,3211264,0.01,0.003838,0.001553,libC
outputB//tela-C-hypercube-dim=0014-N=229376-8thr-pylibC.out,8,229376,3211264,0.0061,0.004521,0.001465,libC
outputB//tela-C-line-num-vert=0501-N=001000-1thr-exelibC_0.out,1,1000,1998,0.20,0.000000,0.000008,libC
outputB//tela-C-line-num-vert=0501-N=001000-1thr-exelibC_1.out,1,1000,1998,0.20,0.000007,0.000006,libC
outputB//tela-C-line-num-vert=0501-N=001000-1thr-pylibC.out,1,1000,1998,0.1998,0.000011,0.000010,libC
outputB//tela-C-line-num-vert=0501-N=001000-1thr-SciPy.out,1,1000,1998,0.1998,0.000143,0.000017,SciPy
outputB//tela-C-line-num-vert=0501-N=001000-2thr-exelibC_0.out,2,1000,1998,0.20,0.000000,0.000006,libC
outputB//tela-C-line-num-vert=0501-N=001000-2thr-exelibC_1.out,2,1000,1998,0.20,0.000005,0.000005,libC
outputB//tela-C-line-num-vert=0501-N=001000-2thr-pylibC.out,2,1000,1998,0.1998,0.000008,0.000009,libC
outputB//tela-C-line-num-vert=0501-N=001000-4thr-exelibC_0.out,4,1000,1998,0.20,0.000000,0.000010,libC
outputB//tela-C-line-num-vert=0501-N=001000-4thr-exelibC_1.out,4,1000,1998,0.20,0.000006,0.000007,libC
outputB//tela-C-line-num-vert=0501-N=001000-4thr-pylibC.out,4,1000,1998,0.1998,0.000010,0.000010,libC
outputB//tela-C-line-num-vert=0501-N=001000-8thr-exelibC_0.out,8,1000,1998,0.20,0.000000,0.000013,libC
outputB//tela-C-line-num-vert=0501-N=001000-8thr-exelibC_1.out,8,1000,1998,0.20,0.000006,0.000008,libC
outputB//tela-C-line-num-vert=0501-N=001000-8thr-pylibC.out,8,1000,1998,0.1998,0.000011,0.000011,libC
outputB//tela-C-line-num-vert=1001-N=002000-1thr-exelibC_0.out,1,2000,3998,0.10,0.000000,0.000013,libC
outputB//tela-C-line-num-vert=1001-N=002000-1thr-exelibC_1.out,1,2000,3998,0.10,0.000014,0.000011,libC
outputB//tela-C-line-num-vert=1001-N=002000-1thr-pylibC.out,1,2000,3998,0.0999,0.000017,0.000014,libC
outputB//tela-C-line-num-vert=1001-N=002000-1thr-SciPy.out,1,2000,3998,0.0999,0.000159,0.000021,SciPy
outputB//tela-C-line-num-vert=1001-N=002000-2thr-exelibC_0.out,2,2000,3998,0.10,0.000000,0.000010,libC
outputB//tela-C-line-num-vert=1001-N=002000-2thr-exelibC_1.out,2,2000,3998,0.10,0.000008,0.000008,libC
outputB//tela-C-line-num-vert=1001-N=002000-2thr-pylibC.out,2,2000,3998,0.0999,0.000012,0.000011,libC
outputB//tela-C-line-num-vert=1001-N=002000-4thr-exelibC_0.out,4,2000,3998,0.10,0.000000,0.000014,libC
outputB//tela-C-line-num-vert=1001-N=002000-4thr-exelibC_1.out,4,2000,3998,0.10,0.000008,0.000010,libC
outputB//tela-C-line-num-vert=1001-N=002000-4thr-pylibC.out,4,2000,3998,0.0999,0.000013,0.000012,libC
outputB//tela-C-line-num-vert=1001-N=002000-8thr-exelibC_0.out,8,2000,3998,0.10,0.000000,0.000016,libC
outputB//tela-C-line-num-vert=1001-N=002000-8thr-exelibC_1.out,8,2000,3998,0.10,0.000008,0.000011,libC
outputB//tela-C-line-num-vert=1001-N=002000-8thr-pylibC.out,8,2000,3998,0.0999,0.000013,0.000012,libC
outputB//tela-C-line-num-vert=2001-N=004000-1thr-exelibC_0.out,1,4000,7998,0.05,0.000000,0.000025,libC
outputB//tela-C-line-num-vert=2001-N=004000-1thr-exelibC_1.out,1,4000,7998,0.05,0.000027,0.000021,libC
outputB//tela-C-line-num-vert=2001-N=004000-1thr-pylibC.out,1,4000,7998,0.0500,0.000031,0.000024,libC
outputB//tela-C-line-num-vert=2001-N=004000-1thr-SciPy.out,1,4000,7998,0.0500,0.000209,0.000032,SciPy
outputB//tela-C-line-num-vert=2001-N=004000-2thr-exelibC_0.out,2,4000,7998,0.05,0.000000,0.000017,libC
outputB//tela-C-line-num-vert=2001-N=004000-2thr-exelibC_1.out,2,4000,7998,0.05,0.000015,0.000014,libC
outputB//tela-C-line-num-vert=2001-N=004000-2thr-pylibC.out,2,4000,7998,0.0500,0.000020,0.000016,libC
outputB//tela-C-line-num-vert=2001-N=004000-4thr-exelibC_0.out,4,4000,7998,0.05,0.000000,0.000020,libC
outputB//tela-C-line-num-vert=2001-N=004000-4thr-exelibC_1.out,4,4000,7998,0.05,0.000012,0.000015,libC
outputB//tela-C-line-num-vert=2001-N=004000-4thr-pylibC.out,4,4000,7998,0.0500,0.000019,0.000014,libC
outputB//tela-C-line-num-vert=2001-N=004000-8thr-exelibC_0.out,8,4000,7998,0.05,0.000000,0.000021,libC
outputB//tela-C-line-num-vert=2001-N=004000-8thr-exelibC_1.out,8,4000,7998,0.05,0.000011,0.000017,libC
outputB//tela-C-line-num-vert=2001-N=004000-8thr-pylibC.out,8,4000,7998,0.0500,0.000017,0.000015,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-1thr-exelibC_0.out,1,1764,7056,0.23,0.000000,0.000014,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-1thr-exelibC_1.out,1,1764,7056,0.23,0.000013,0.000012,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-1thr-pylibC.out,1,1764,7056,0.2268,0.000017,0.000015,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-1thr-SciPy.out,1,1764,7056,0.2268,0.000154,0.000015,SciPy
outputB//tela-R-diag-grid-dim=0021-N=001764-2thr-exelibC_0.out,2,1764,7056,0.23,0.000000,0.000009,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-2thr-exelibC_1.out,2,1764,7056,0.23,0.000008,0.000008,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-2thr-pylibC.out,2,1764,7056,0.2268,0.000012,0.000010,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-4thr-exelibC_0.out,4,1764,7056,0.23,0.000000,0.000012,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-4thr-exelibC_1.out,4,1764,7056,0.23,0.000008,0.000009,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-4thr-pylibC.out,4,1764,7056,0.2268,0.000014,0.000012,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-8thr-exelibC_0.out,8,1764,7056,0.23,0.000000,0.000014,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-8thr-exelibC_1.out,8,1764,7056,0.23,0.000007,0.000010,libC
outputB//tela-R-diag-grid-dim=0021-N=001764-8thr-pylibC.out,8,1764,7056,0.2268,0.000014,0.000013,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-1thr-exelibC_0.out,1,10404,41616,0.04,0.000000,0.000074,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-1thr-exelibC_1.out,1,10404,41616,0.04,0.000080,0.000067,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-1thr-pylibC.out,1,10404,41616,0.0384,0.000093,0.000070,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-1thr-SciPy.out,1,10404,41616,0.0384,0.000380,0.000053,SciPy
outputB//tela-R-diag-grid-dim=0051-N=010404-2thr-exelibC_0.out,2,10404,41616,0.04,0.000000,0.000042,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-2thr-exelibC_1.out,2,10404,41616,0.04,0.000042,0.000039,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-2thr-pylibC.out,2,10404,41616,0.0384,0.000054,0.000038,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-4thr-exelibC_0.out,4,10404,41616,0.04,0.000000,0.000036,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-4thr-exelibC_1.out,4,10404,41616,0.04,0.000028,0.000029,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-4thr-pylibC.out,4,10404,41616,0.0384,0.000043,0.000027,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-8thr-exelibC_0.out,8,10404,41616,0.04,0.000000,0.000031,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-8thr-exelibC_1.out,8,10404,41616,0.04,0.000022,0.000024,libC
outputB//tela-R-diag-grid-dim=0051-N=010404-8thr-pylibC.out,8,10404,41616,0.0384,0.000034,0.000020,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-1thr-exelibC_0.out,1,58564,234256,0.01,0.000000,0.000437,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-1thr-exelibC_1.out,1,58564,234256,0.01,0.000484,0.000387,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-1thr-pylibC.out,1,58564,234256,0.0068,0.000546,0.000393,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-1thr-SciPy.out,1,58564,234256,0.0068,0.001950,0.000275,SciPy
outputB//tela-R-diag-grid-dim=0121-N=058564-2thr-exelibC_0.out,2,58564,234256,0.01,0.000000,0.000240,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-2thr-exelibC_1.out,2,58564,234256,0.01,0.000286,0.000215,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-2thr-pylibC.out,2,58564,234256,0.0068,0.000316,0.000203,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-4thr-exelibC_0.out,4,58564,234256,0.01,0.000000,0.000161,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-4thr-exelibC_1.out,4,58564,234256,0.01,0.000182,0.000151,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-4thr-pylibC.out,4,58564,234256,0.0068,0.000253,0.000124,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-8thr-exelibC_0.out,8,58564,234256,0.01,0.000000,0.000120,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-8thr-exelibC_1.out,8,58564,234256,0.01,0.000129,0.000113,libC
outputB//tela-R-diag-grid-dim=0121-N=058564-8thr-pylibC.out,8,58564,234256,0.0068,0.000167,0.000078,libC
outputB//tela-R-hypercube-dim=0010-N=010240-1thr-exelibC_0.out,1,10240,102400,0.10,0.000000,0.000084,libC
outputB//tela-R-hypercube-dim=0010-N=010240-1thr-exelibC_1.out,1,10240,102400,0.10,0.000170,0.000075,libC
outputB//tela-R-hypercube-dim=0010-N=010240-1thr-pylibC.out,1,10240,102400,0.0977,0.000190,0.000083,libC
outputB//tela-R-hypercube-dim=0010-N=010240-1thr-SciPy.out,1,10240,102400,0.0977,0.000717,0.000099,SciPy
outputB//tela-R-hypercube-dim=0010-N=010240-2thr-exelibC_0.out,2,10240,102400,0.10,0.000000,0.000048,libC
outputB//tela-R-hypercube-dim=0010-N=010240-2thr-exelibC_1.out,2,10240,102400,0.10,0.000087,0.000043,libC
outputB//tela-R-hypercube-dim=0010-N=010240-2thr-pylibC.out,2,10240,102400,0.0977,0.000106,0.000043,libC
outputB//tela-R-hypercube-dim=0010-N=010240-4thr-exelibC_0.out,4,10240,102400,0.10,0.000000,0.000048,libC
outputB//tela-R-hypercube-dim=0010-N=010240-4thr-exelibC_1.out,4,10240,102400,0.10,0.000047,0.000046,libC
outputB//tela-R-hypercube-dim=0010-N=010240-4thr-pylibC.out,4,10240,102400,0.0977,0.000084,0.000039,libC
outputB//tela-R-hypercube-dim=0010-N=010240-8thr-exelibC_0.out,8,10240,102400,0.10,0.000000,0.000042,libC
outputB//tela-R-hypercube-dim=0010-N=010240-8thr-exelibC_1.out,8,10240,102400,0.10,0.000030,0.000039,libC
outputB//tela-R-hypercube-dim=0010-N=010240-8thr-pylibC.out,8,10240,102400,0.0977,0.000056,0.000028,libC
outputB//tela-R-hypercube-dim=0012-N=049152-1thr-exelibC_0.out,1,49152,589824,0.02,0.000000,0.000449,libC
outputB//tela-R-hypercube-dim=0012-N=049152-1thr-exelibC_1.out,1,49152,589824,0.02,0.001108,0.000417,libC
outputB//tela-R-hypercube-dim=0012-N=049152-1thr-pylibC.out,1,49152,589824,0.0244,0.001529,0.000490,libC
outputB//tela-R-hypercube-dim=0012-N=049152-1thr-SciPy.out,1,49152,589824,0.0244,0.005699,0.000546,SciPy
outputB//tela-R-hypercube-dim=0012-N=049152-2thr-exelibC_0.out,2,49152,589824,0.02,0.000000,0.000246,libC
outputB//tela-R-hypercube-dim=0012-N=049152-2thr-exelibC_1.out,2,49152,589824,0.02,0.000618,0.000227,libC
outputB//tela-R-hypercube-dim=0012-N=049152-2thr-pylibC.out,2,49152,589824,0.0244,0.000860,0.000262,libC
outputB//tela-R-hypercube-dim=0012-N=049152-4thr-exelibC_0.out,4,49152,589824,0.02,0.000000,0.000194,libC
outputB//tela-R-hypercube-dim=0012-N=049152-4thr-exelibC_1.out,4,49152,589824,0.02,0.000353,0.000201,libC
outputB//tela-R-hypercube-dim=0012-N=049152-4thr-pylibC.out,4,49152,589824,0.0244,0.000760,0.000213,libC
outputB//tela-R-hypercube-dim=0012-N=049152-8thr-exelibC_0.out,8,49152,589824,0.02,0.000000,0.000143,libC
outputB//tela-R-hypercube-dim=0012-N=049152-8thr-exelibC_1.out,8,49152,589824,0.02,0.000205,0.000132,libC
outputB//tela-R-hypercube-dim=0012-N=049152-8thr-pylibC.out,8,49152,589824,0.0244,0.000451,0.000120,libC
outputB//tela-R-hypercube-dim=0014-N=229376-1thr-exelibC_0.out,1,229376,3211264,0.01,0.000000,0.003265,libC
outputB//tela-R-hypercube-dim=0014-N=229376-1thr-exelibC_1.out,1,229376,3211264,0.01,0.014188,0.002818,libC
outputB//tela-R-hypercube-dim=0014-N=229376-1thr-pylibC.out,1,229376,3211264,0.0061,0.015637,0.003660,libC
outputB//tela-R-hypercube-dim=0014-N=229376-1thr-SciPy.out,1,229376,3211264,0.0061,0.059811,0.004126,SciPy
outputB//tela-R-hypercube-dim=0014-N=229376-2thr-exelibC_0.out,2,229376,3211264,0.01,0.000000,0.001698,libC
outputB//tela-R-hypercube-dim=0014-N=229376-2thr-exelibC_1.out,2,229376,3211264,0.01,0.007606,0.001590,libC
outputB//tela-R-hypercube-dim=0014-N=229376-2thr-pylibC.out,2,229376,3211264,0.0061,0.008601,0.001910,libC
outputB//tela-R-hypercube-dim=0014-N=229376-4thr-exelibC_0.out,4,229376,3211264,0.01,0.000000,0.001077,libC
outputB//tela-R-hypercube-dim=0014-N=229376-4thr-exelibC_1.out,4,229376,3211264,0.01,0.003566,0.001006,libC
outputB//tela-R-hypercube-dim=0014-N=229376-4thr-pylibC.out,4,229376,3211264,0.0061,0.004813,0.001202,libC
outputB//tela-R-hypercube-dim=0014-N=229376-8thr-exelibC_0.out,8,229376,3211264,0.01,0.000000,0.000702,libC
outputB//tela-R-hypercube-dim=0014-N=229376-8thr-exelibC_1.out,8,229376,3211264,0.01,0.002216,0.000594,libC
outputB//tela-R-hypercube-dim=0014-N=229376-8thr-pylibC.out,8,229376,3211264,0.0061,0.002582,0.000559,libC
outputB//tela-R-line-num-vert=0501-N=001000-1thr-exelibC_0.out,1,1000,1998,0.20,0.000000,0.000007,libC
outputB//tela-R-line-num-vert=0501-N=001000-1thr-exelibC_1.out,1,1000,1998,0.20,0.000006,0.000006,libC
outputB//tela-R-line-num-vert=0501-N=001000-1thr-pylibC.out,1,1000,1998,0.1998,0.000009,0.000008,libC
outputB//tela-R-line-num-vert=0501-N=001000-1thr-SciPy.out,1,1000,1998,0.1998,0.000126,0.000011,SciPy
outputB//tela-R-line-num-vert=0501-N=001000-2thr-exelibC_0.out,2,1000,1998,0.20,0.000000,0.000006,libC
outputB//tela-R-line-num-vert=0501-N=001000-2thr-exelibC_1.out,2,1000,1998,0.20,0.000004,0.000004,libC
outputB//tela-R-line-num-vert=0501-N=001000-2thr-pylibC.out,2,1000,1998,0.1998,0.000011,0.000009,libC
outputB//tela-R-line-num-vert=0501-N=001000-4thr-exelibC_0.out,4,1000,1998,0.20,0.000000,0.000009,libC
outputB//tela-R-line-num-vert=0501-N=001000-4thr-exelibC_1.out,4,1000,1998,0.20,0.000005,0.000006,libC
outputB//tela-R-line-num-vert=0501-N=001000-4thr-pylibC.out,4,1000,1998,0.1998,0.000011,0.000009,libC
outputB//tela-R-line-num-vert=0501-N=001000-8thr-exelibC_0.out,8,1000,1998,0.20,0.000000,0.000011,libC
outputB//tela-R-line-num-vert=0501-N=001000-8thr-exelibC_1.out,8,1000,1998,0.20,0.000006,0.000007,libC
outputB//tela-R-line-num-vert=0501-N=001000-8thr-pylibC.out,8,1000,1998,0.1998,0.000012,0.000010,libC
outputB//tela-R-line-num-vert=1001-N=002000-1thr-exelibC_0.out,1,2000,3998,0.10,0.000000,0.000012,libC
outputB//tela-R-line-num-vert=1001-N=002000-1thr-exelibC_1.out,1,2000,3998,0.10,0.000012,0.000010,libC
outputB//tela-R-line-num-vert=1001-N=002000-1thr-pylibC.out,1,2000,3998,0.0999,0.000015,0.000013,libC
outputB//tela-R-line-num-vert=1001-N=002000-1thr-SciPy.out,1,2000,3998,0.0999,0.000153,0.000014,SciPy
outputB//tela-R-line-num-vert=1001-N=002000-2thr-exelibC_0.out,2,2000,3998,0.10,0.000000,0.000008,libC
outputB//tela-R-line-num-vert=1001-N=002000-2thr-exelibC_1.out,2,2000,3998,0.10,0.000008,0.000007,libC
outputB//tela-R-line-num-vert=1001-N=002000-2thr-pylibC.out,2,2000,3998,0.0999,0.000012,0.000009,libC
outputB//tela-R-line-num-vert=1001-N=002000-4thr-exelibC_0.out,4,2000,3998,0.10,0.000000,0.000011,libC
outputB//tela-R-line-num-vert=1001-N=002000-4thr-exelibC_1.out,4,2000,3998,0.10,0.000009,0.000009,libC
outputB//tela-R-line-num-vert=1001-N=002000-4thr-pylibC.out,4,2000,3998,0.0999,0.000013,0.000010,libC
outputB//tela-R-line-num-vert=1001-N=002000-8thr-exelibC_0.out,8,2000,3998,0.10,0.000000,0.000013,libC
outputB//tela-R-line-num-vert=1001-N=002000-8thr-exelibC_1.out,8,2000,3998,0.10,0.000008,0.000009,libC
