arquivo_saida,threads,N,nnz,densidade,tempo_permutacao,tempo_iteracoes,biblioteca
output/tela-C-diag-grid-dim=0021-N=001764-48thr-py_LibC.out,48,1764,7056,0.2268,0.000036,0.000029,libC
output/tela-C-diag-grid-dim=0021-N=001764-4thr-exeLibC_0.out,4,1764,7056,0.23,0.000000,0.000016,libC
output/tela-C-diag-grid-dim=0021-N=001764-4thr-exeLibC_1.out,4,1764,7056,0.23,0.000009,0.000012,libC
output/tela-C-diag-grid-dim=0021-N=001764-4thr-py_LibC.out,4,1764,7056,0.2268,0.000015,0.000014,libC
output/tela-C-diag-grid-dim=0021-N=001764-8thr-exeLibC_0.out,8,1764,7056,0.23,0.000000,0.000017,libC
output/tela-C-diag-grid-dim=0021-N=001764-8thr-exeLibC_1.out,8,1764,7056,0.23,0.000008,0.000014,libC
output/tela-C-diag-grid-dim=0021-N=001764-8thr-py_LibC.out,8,1764,7056,0.2268,0.000015,0.000015,libC
output/tela-C-diag-grid-dim=0051-N=010404-16thr-exeLibC_0.out,16,10404,41616,0.04,0.000000,0.000048,libC
output/tela-C-diag-grid-dim=0051-N=010404-16thr-exeLibC_1.out,16,10404,41616,0.04,0.000022,0.000039,libC
output/tela-C-diag-grid-dim=0051-N=010404-16thr-py_LibC.out,16,10404,41616,0.0384,0.000043,0.000026,libC
output/tela-C-diag-grid-dim=0051-N=010404-1thr-exeLibC_0.out,1,10404,41616,0.04,0.000000,0.000123,libC
output/tela-C-diag-grid-dim=0051-N=010404-1thr-exeLibC_1.out,1,10404,41616,0.04,0.000108,0.000112,libC
output/tela-C-diag-grid-dim=0051-N=010404-1thr-py_LibC.out,1,10404,41616,0.0384,0.000119,0.000114,libC
output/tela-C-diag-grid-dim=0051-N=010404-1thr-py_SciPy.out,1,10404,41616,0.0384,0.000500,0.000120,SciPy
output/tela-C-diag-grid-dim=0051-N=010404-24thr-exeLibC_0.out,24,10404,41616,0.04,0.000000,0.000056,libC
output/tela-C-diag-grid-dim=0051-N=010404-24thr-exeLibC_1.out,24,10404,41616,0.04,0.000024,0.000045,libC
output/tela-C-diag-grid-dim=0051-N=010404-24thr-py_LibC.out,24,10404,41616,0.0384,0.000047,0.000030,libC
output/tela-C-diag-grid-dim=0051-N=010404-2thr-exeLibC_0.out,2,10404,41616,0.04,0.000000,0.000068,libC
output/tela-C-diag-grid-dim=0051-N=010404-2thr-exeLibC_1.out,2,10404,41616,0.04,0.000054,0.000062,libC
output/tela-C-diag-grid-dim=0051-N=010404-2thr-py_LibC.out,2,10404,41616,0.0384,0.000070,0.000061,libC
output/tela-C-diag-grid-dim=0051-N=010404-48thr-exeLibC_0.out,48,10404,41616,0.04,0.000000,0.000067,libC
output/tela-C-diag-grid-dim=0051-N=010404-48thr-exeLibC_1.out,48,10404,41616,0.04,0.000033,0.000057,libC
output/tela-C-diag-grid-dim=0051-N=010404-48thr-py_LibC.out,48,10404,41616,0.0384,0.000065,0.000038,libC
output/tela-C-diag-grid-dim=0051-N=010404-4thr-exeLibC_0.out,4,10404,41616,0.04,0.000000,0.000054,libC
output/tela-C-diag-grid-dim=0051-N=010404-4thr-exeLibC_1.out,4,10404,41616,0.04,0.000033,0.000046,libC
output/tela-C-diag-grid-dim=0051-N=010404-4thr-py_LibC.out,4,10404,41616,0.0384,0.000059,0.000040,libC
output/tela-C-diag-grid-dim=0051-N=010404-8thr-exeLibC_0.out,8,10404,41616,0.04,0.000000,0.000047,libC
output/tela-C-diag-grid-dim=0051-N=010404-8thr-exeLibC_1.out,8,10404,41616,0.04,0.000025,0.000038,libC
output/tela-C-diag-grid-dim=0051-N=010404-8thr-py_LibC.out,8,10404,41616,0.0384,0.000044,0.000027,libC
output/tela-C-diag-grid-dim=0121-N=058564-16thr-exeLibC_0.out,16,58564,234256,0.01,0.000000,0.000180,libC
output/tela-C-diag-grid-dim=0121-N=058564-16thr-exeLibC_1.out,16,58564,234256,0.01,0.000113,0.000163,libC
output/tela-C-diag-grid-dim=0121-N=058564-16thr-py_LibC.out,16,58564,234256,0.0068,0.000309,0.000134,libC
output/tela-C-diag-grid-dim=0121-N=058564-1thr-exeLibC_0.out,1,58564,234256,0.01,0.000000,0.000722,libC
output/tela-C-diag-grid-dim=0121-N=058564-1thr-exeLibC_1.out,1,58564,234256,0.01,0.000605,0.000633,libC
output/tela-C-diag-grid-dim=0121-N=058564-1thr-py_LibC.out,1,58564,234256,0.0068,0.000777,0.000623,libC
output/tela-C-diag-grid-dim=0121-N=058564-1thr-py_SciPy.out,1,58564,234256,0.0068,0.002531,0.000612,SciPy
output/tela-C-diag-grid-dim=0121-N=058564-24thr-exeLibC_0.out,24,58564,234256,0.01,0.000000,0.000179,libC
output/tela-C-diag-grid-dim=0121-N=058564-24thr-exeLibC_1.out,24,58564,234256,0.01,0.000112,0.000161,libC
output/tela-C-diag-grid-dim=0121-N=058564-24thr-py_LibC.out,24,58564,234256,0.0068,0.000285,0.000103,libC
output/tela-C-diag-grid-dim=0121-N=058564-2thr-exeLibC_0.out,2,58564,234256,0.01,0.000000,0.000410,libC
output/tela-C-diag-grid-dim=0121-N=058564-2thr-exeLibC_1.out,2,58564,234256,0.01,0.000333,0.000442,libC
output/tela-C-diag-grid-dim=0121-N=058564-2thr-py_LibC.out,2,58564,234256,0.0068,0.000500,0.000329,libC
output/tela-C-diag-grid-dim=0121-N=058564-48thr-exeLibC_0.out,48,58564,234256,0.01,0.000000,0.000221,libC
output/tela-C-diag-grid-dim=0121-N=058564-48thr-exeLibC_1.out,48,58564,234256,0.01,0.000134,0.000189,libC
output/tela-C-diag-grid-dim=0121-N=058564-48thr-py_LibC.out,48,58564,234256,0.0068,0.000300,0.000090,libC
output/tela-C-diag-grid-dim=0121-N=058564-4thr-exeLibC_0.out,4,58564,234256,0.01,0.000000,0.000280,libC
output/tela-C-diag-grid-dim=0121-N=058564-4thr-exeLibC_1.out,4,58564,234256,0.01,0.000222,0.000243,libC
output/tela-C-diag-grid-dim=0121-N=058564-4thr-py_LibC.out,4,58564,234256,0.0068,0.000605,0.000235,libC
output/tela-C-diag-grid-dim=0121-N=058564-8thr-exeLibC_0.out,8,58564,234256,0.01,0.000000,0.000214,libC
output/tela-C-diag-grid-dim=0121-N=058564-8thr-exeLibC_1.out,8,58564,234256,0.01,0.000162,0.000197,libC
output/tela-C-diag-grid-dim=0121-N=058564-8thr-py_LibC.out,8,58564,234256,0.0068,0.000416,0.000204,libC
output/tela-C-hypercube-dim=0010-N=010240-16thr-exeLibC_0.out,16,10240,102400,0.10,0.000000,0.000061,libC
output/tela-C-hypercube-dim=0010-N=010240-16thr-exeLibC_1.out,16,10240,102400,0.10,0.000029,0.000054,libC
output/tela-C-hypercube-dim=0010-N=010240-16thr-py_LibC.out,16,10240,102400,0.0977,0.000058,0.000038,libC
output/tela-C-hypercube-dim=0010-N=010240-1thr-exeLibC_0.out,1,10240,102400,0.10,0.000000,0.000258,libC
output/tela-C-hypercube-dim=0010-N=010240-1thr-exeLibC_1.out,1,10240,102400,0.10,0.000245,0.000244,libC
output/tela-C-hypercube-dim=0010-N=010240-1thr-py_LibC.out,1,10240,102400,0.0977,0.000337,0.000251,libC
output/tela-C-hypercube-dim=0010-N=010240-1thr-py_SciPy.out,1,10240,102400,0.0977,0.000989,0.000211,SciPy
output/tela-C-hypercube-dim=0010-N=010240-24thr-exeLibC_0.out,24,10240,102400,0.10,0.000000,0.000064,libC
output/tela-C-hypercube-dim=0010-N=010240-24thr-exeLibC_1.out,24,10240,102400,0.10,0.000029,0.000061,libC
output/tela-C-hypercube-dim=0010-N=010240-24thr-py_LibC.out,24,10240,102400,0.0977,0.000060,0.000043,libC
output/tela-C-hypercube-dim=0010-N=010240-2thr-exeLibC_0.out,2,10240,102400,0.10,0.000000,0.000144,libC
output/tela-C-hypercube-dim=0010-N=010240-2thr-exeLibC_1.out,2,10240,102400,0.10,0.000139,0.000128,libC
output/tela-C-hypercube-dim=0010-N=010240-2thr-py_LibC.out,2,10240,102400,0.0977,0.000172,0.000132,libC
output/tela-C-hypercube-dim=0010-N=010240-48thr-exeLibC_0.out,48,10240,102400,0.10,0.000000,0.000075,libC
output/tela-C-hypercube-dim=0010-N=010240-48thr-exeLibC_1.out,48,10240,102400,0.10,0.000034,0.000077,libC
output/tela-C-hypercube-dim=0010-N=010240-48thr-py_LibC.out,48,10240,102400,0.0977,0.000078,0.000052,libC
output/tela-C-hypercube-dim=0010-N=010240-4thr-exeLibC_0.out,4,10240,102400,0.10,0.000000,0.000108,libC
output/tela-C-hypercube-dim=0010-N=010240-4thr-exeLibC_1.out,4,10240,102400,0.10,0.000068,0.000099,libC
output/tela-C-hypercube-dim=0010-N=010240-4thr-py_LibC.out,4,10240,102400,0.0977,0.000128,0.000091,libC
output/tela-C-hypercube-dim=0010-N=010240-8thr-exeLibC_0.out,8,10240,102400,0.10,0.000000,0.000076,libC
output/tela-C-hypercube-dim=0010-N=010240-8thr-exeLibC_1.out,8,10240,102400,0.10,0.000039,0.000075,libC
output/tela-C-hypercube-dim=0010-N=010240-8thr-py_LibC.out,8,10240,102400,0.0977,0.000073,0.000053,libC
output/tela-C-hypercube-dim=0012-N=049152-16thr-exeLibC_0.out,16,49152,589824,0.02,0.000000,0.000241,libC
output/tela-C-hypercube-dim=0012-N=049152-16thr-exeLibC_1.out,16,49152,589824,0.02,0.000175,0.000235,libC
output/tela-C-hypercube-dim=0012-N=049152-16thr-py_LibC.out,16,49152,589824,0.0244,0.000494,0.000206,libC
output/tela-C-hypercube-dim=0012-N=049152-1thr-exeLibC_0.out,1,49152,589824,0.02,0.000000,0.001480,libC
output/tela-C-hypercube-dim=0012-N=049152-1thr-exeLibC_1.out,1,49152,589824,0.02,0.001701,0.001386,libC
output/tela-C-hypercube-dim=0012-N=049152-1thr-py_LibC.out,1,49152,589824,0.0244,0.002856,0.001475,libC
output/tela-C-hypercube-dim=0012-N=049152-1thr-py_SciPy.out,1,49152,589824,0.0244,0.010554,0.001370,SciPy
output/tela-C-hypercube-dim=0012-N=049152-24thr-exeLibC_0.out,24,49152,589824,0.02,0.000000,0.000219,libC
output/tela-C-hypercube-dim=0012-N=049152-24thr-exeLibC_1.out,24,49152,589824,0.02,0.000139,0.000207,libC
output/tela-C-hypercube-dim=0012-N=049152-24thr-py_LibC.out,24,49152,589824,0.0244,0.000445,0.000178,libC
output/tela-C-hypercube-dim=0012-N=049152-2thr-exeLibC_0.out,2,49152,589824,0.02,0.000000,0.000787,libC
output/tela-C-hypercube-dim=0012-N=049152-2thr-exeLibC_1.out,2,49152,589824,0.02,0.000892,0.000724,libC
output/tela-C-hypercube-dim=0012-N=049152-2thr-py_LibC.out,2,49152,589824,0.0244,0.001590,0.000766,libC
output/tela-C-hypercube-dim=0012-N=049152-48thr-exeLibC_0.out,48,49152,589824,0.02,0.000000,0.000222,libC
output/tela-C-hypercube-dim=0012-N=049152-48thr-exeLibC_1.out,48,49152,589824,0.02,0.000117,0.000188,libC
output/tela-C-hypercube-dim=0012-N=049152-48thr-py_LibC.out,48,49152,589824,0.0244,0.000411,0.000152,libC
output/tela-C-hypercube-dim=0012-N=049152-4thr-exeLibC_0.out,4,49152,589824,0.02,0.000000,0.000530,libC
output/tela-C-hypercube-dim=0012-N=049152-4thr-exeLibC_1.out,4,49152,589824,0.02,0.000480,0.000544,libC
output/tela-C-hypercube-dim=0012-N=049152-4thr-py_LibC.out,4,49152,589824,0.0244,0.001181,0.000484,libC
output/tela-C-hypercube-dim=0012-N=049152-8thr-exeLibC_0.out,8,49152,589824,0.02,0.000000,0.000346,libC
output/tela-C-hypercube-dim=0012-N=049152-8thr-exeLibC_1.out,8,49152,589824,0.02,0.000283,0.000324,libC
output/tela-C-hypercube-dim=0012-N=049152-8thr-py_LibC.out,8,49152,589824,0.0244,0.000761,0.000284,libC
output/tela-C-hypercube-dim=0014-N=229376-16thr-exeLibC_0.out,16,229376,3211264,0.01,0.000000,0.001245,libC
output/tela-C-hypercube-dim=0014-N=229376-16thr-exeLibC_1.out,16,229376,3211264,0.01,0.002211,0.001139,libC
output/tela-C-hypercube-dim=0014-N=229376-16thr-py_LibC.out,16,229376,3211264,0.0061,0.002817,0.001086,libC
output/tela-C-hypercube-dim=0014-N=229376-1thr-exeLibC_0.out,1,229376,3211264,0.01,0.000000,0.009103,libC
output/tela-C-hypercube-dim=0014-N=229376-1thr-exeLibC_1.out,1,229376,3211264,0.01,0.022726,0.008498,libC
output/tela-C-hypercube-dim=0014-N=229376-1thr-py_LibC.out,1,229376,3211264,0.0061,0.025297,0.008631,libC
output/tela-C-hypercube-dim=0014-N=229376-1thr-py_SciPy.out,1,229376,3211264,0.0061,0.083852,0.008636,SciPy
output/tela-C-hypercube-dim=0014-N=229376-24thr-exeLibC_0.out,24,229376,3211264,0.01,0.000000,0.001062,libC
output/tela-C-hypercube-dim=0014-N=229376-24thr-exeLibC_1.out,24,229376,3211264,0.01,0.001748,0.000947,libC
output/tela-C-hypercube-dim=0014-N=229376-24thr-py_LibC.out,24,229376,3211264,0.0061,0.002663,0.000961,libC
output/tela-C-hypercube-dim=0014-N=229376-2thr-exeLibC_0.out,2,229376,3211264,0.01,0.000000,0.004931,libC
output/tela-C-hypercube-dim=0014-N=229376-2thr-exeLibC_1.out,2,229376,3211264,0.01,0.011894,0.004559,libC
output/tela-C-hypercube-dim=0014-N=229376-2thr-py_LibC.out,2,229376,3211264,0.0061,0.013290,0.004431,libC
output/tela-C-hypercube-dim=0014-N=229376-48thr-exeLibC_0.out,48,229376,3211264,0.01,0.000000,0.000912,libC
output/tela-C-hypercube-dim=0014-N=229376-48thr-exeLibC_1.out,48,229376,3211264,0.01,0.001345,0.000881,libC
output/tela-C-hypercube-dim=0014-N=229376-48thr-py_LibC.out,48,229376,3211264,0.0061,0.002915,0.001138,libC
output/tela-C-hypercube-dim=0014-N=229376-4thr-exeLibC_0.out,4,229376,3211264,0.01,0.000000,0.003000,libC
output/tela-C-hypercube-dim=0014-N=229376-4thr-exeLibC_1.out,4,229376,3211264,0.01,0.006227,0.002836,libC
output/tela-C-hypercube-dim=0014-N=229376-4thr-py_LibC.out,4,229376,3211264,0.0061,0.007757,0.002728,libC
output/tela-C-hypercube-dim=0014-N=229376-8thr-exeLibC_0.out,8,229376,3211264,0.01,0.000000,0.001913,libC
output/tela-C-hypercube-dim=0014-N=229376-8thr-exeLibC_1.out,8,229376,3211264,0.01,0.003771,0.001746,libC
output/tela-C-hypercube-dim=0014-N=229376-8thr-py_LibC.out,8,229376,3211264,0.0061,0.004666,0.001623,libC
output/tela-C-line-num-vert=0501-N=001000-16thr-exeLibC_0.out,16,1000,1998,0.20,0.000000,0.000018,libC
output/tela-C-line-num-vert=0501-N=001000-16thr-exeLibC_1.out,16,1000,1998,0.20,0.000008,0.000011,libC
output/tela-C-line-num-vert=0501-N=001000-16thr-py_LibC.out,16,1000,1998,0.1998,0.000015,0.000014,libC
output/tela-C-line-num-vert=0501-N=001000-1thr-exeLibC_0.out,1,1000,1998,0.20,0.000000,0.000009,libC
output/tela-C-line-num-vert=0501-N=001000-1thr-exeLibC_1.out,1,1000,1998,0.20,0.000007,0.000007,libC
output/tela-C-line-num-vert=0501-N=001000-1thr-py_LibC.out,1,1000,1998,0.1998,0.000010,0.000012,libC
output/tela-C-line-num-vert=0501-N=001000-1thr-py_SciPy.out,1,1000,1998,0.1998,0.000137,0.000016,SciPy
output/tela-C-line-num-vert=0501-N=001000-24thr-exeLibC_0.out,24,1000,1998,0.20,0.000000,0.000021,libC
output/tela-C-line-num-vert=0501-N=001000-24thr-exeLibC_1.out,24,1000,1998,0.20,0.000010,0.000013,libC
output/tela-C-line-num-vert=0501-N=001000-24thr-py_LibC.out,24,1000,1998,0.1998,0.000020,0.000018,libC
output/tela-C-line-num-vert=0501-N=001000-2thr-exeLibC_0.out,2,1000,1998,0.20,0.000000,0.000007,libC
output/tela-C-line-num-vert=0501-N=001000-2thr-exeLibC_1.out,2,1000,1998,0.20,0.000005,0.000006,libC
output/tela-C-line-num-vert=0501-N=001000-2thr-py_LibC.out,2,1000,1998,0.1998,0.000008,0.000009,libC
output/tela-C-line-num-vert=0501-N=001000-48thr-exeLibC_0.out,48,1000,1998,0.20,0.000000,0.000035,libC
output/tela-C-line-num-vert=0501-N=001000-48thr-exeLibC_1.out,48,1000,1998,0.20,0.000019,0.000023,libC
output/tela-C-line-num-vert=0501-N=001000-48thr-py_LibC.out,48,1000,1998,0.1998,0.000034,0.000029,libC
output/tela-C-line-num-vert=0501-N=001000-4thr-exeLibC_0.out,4,1000,1998,0.20,0.000000,0.000011,libC
output/tela-C-line-num-vert=0501-N=001000-4thr-exeLibC_1.out,4,1000,1998,0.20,0.000006,0.000008,libC
output/tela-C-line-num-vert=0501-N=001000-4thr-py_LibC.out,4,1000,1998,0.1998,0.000010,0.000010,libC
output/tela-C-line-num-vert=0501-N=001000-8thr-exeLibC_0.out,8,1000,1998,0.20,0.000000,0.000013,libC
output/tela-C-line-num-vert=0501-N=001000-8thr-exeLibC_1.out,8,1000,1998,0.20,0.000006,0.000008,libC
output/tela-C-line-num-vert=0501-N=001000-8thr-py_LibC.out,8,1000,1998,0.1998,0.000012,0.000012,libC
output/tela-C-line-num-vert=1001-N=002000-16thr-exeLibC_0.out,16,2000,3998,0.10,0.000000,0.000021,libC
output/tela-C-line-num-vert=1001-N=002000-16thr-exeLibC_1.out,16,2000,3998,0.10,0.000010,0.000013,libC
output/tela-C-line-num-vert=1001-N=002000-16thr-py_LibC.out,16,2000,3998,0.0999,0.000016,0.000015,libC
output/tela-C-line-num-vert=1001-N=002000-1thr-exeLibC_0.out,1,2000,3998,0.10,0.000000,0.000016,libC
output/tela-C-line-num-vert=1001-N=002000-1thr-exeLibC_1.out,1,2000,3998,0.10,0.000013,0.000014,libC
output/tela-C-line-num-vert=1001-N=002000-1thr-py_LibC.out,1,2000,3998,0.0999,0.000017,0.000017,libC
output/tela-C-line-num-vert=1001-N=002000-1thr-py_SciPy.out,1,2000,3998,0.0999,0.000162,0.000022,SciPy
output/tela-C-line-num-vert=1001-N=002000-24thr-exeLibC_0.out,24,2000,3998,0.10,0.000000,0.000026,libC
output/tela-C-line-num-vert=1001-N=002000-24thr-exeLibC_1.out,24,2000,3998,0.10,0.000011,0.000015,libC
output/tela-C-line-num-vert=1001-N=002000-24thr-py_LibC.out,24,2000,3998,0.0999,0.000019,0.000017,libC
output/tela-C-line-num-vert=1001-N=002000-2thr-exeLibC_0.out,2,2000,3998,0.10,0.000000,0.000011,libC
output/tela-C-line-num-vert=1001-N=002000-2thr-exeLibC_1.out,2,2000,3998,0.10,0.000008,0.000009,libC
output/tela-C-line-num-vert=1001-N=002000-2thr-py_LibC.out,2,2000,3998,0.0999,0.000012,0.000012,libC
output/tela-C-line-num-vert=1001-N=002000-48thr-exeLibC_0.out,48,2000,3998,0.10,0.000000,0.000044,libC
output/tela-C-line-num-vert=1001-N=002000-48thr-exeLibC_1.out,48,2000,3998,0.10,0.000020,0.000025,libC
output/tela-C-line-num-vert=1001-N=002000-48thr-py_LibC.out,48,2000,3998,0.0999,0.000034,0.000028,libC
output/tela-C-line-num-vert=1001-N=002000-4thr-exeLibC_0.out,4,2000,3998,0.10,0.000000,0.000014,libC
output/tela-C-line-num-vert=1001-N=002000-4thr-exeLibC_1.out,4,2000,3998,0.10,0.000008,0.000011,libC
output/tela-C-line-num-vert=1001-N=002000-4thr-py_LibC.out,4,2000,3998,0.0999,0.000013,0.000012,libC
output/tela-C-line-num-vert=1001-N=002000-8thr-exeLibC_0.out,8,2000,3998,0.10,0.000000,0.000016,libC
output/tela-C-line-num-vert=1001-N=002000-8thr-exeLibC_1.out,8,2000,3998,0.10,0.000008,0.000012,libC
output/tela-C-line-num-vert=1001-N=002000-8thr-py_LibC.out,8,2000,3998,0.0999,0.000015,0.000012,libC
output/tela-C-line-num-vert=2001-N=004000-16thr-exeLibC_0.out,16,4000,7998,0.05,0.000000,0.000026,libC
output/tela-C-line-num-vert=2001-N=004000-16thr-exeLibC_1.out,16,4000,7998,0.05,0.000012,0.000019,libC
output/tela-C-line-num-vert=2001-N=004000-16thr-py_LibC.out,16,4000,7998,0.0500,0.000020,0.000016,libC
output/tela-C-line-num-vert=2001-N=004000-1thr-exeLibC_0.out,1,4000,7998,0.05,0.000000,0.000030,libC
output/tela-C-line-num-vert=2001-N=004000-1thr-exeLibC_1.out,1,4000,7998,0.05,0.000026,0.000026,libC
output/tela-C-line-num-vert=2001-N=004000-1thr-py_LibC.out,1,4000,7998,0.0500,0.000031,0.000029,libC
output/tela-C-line-num-vert=2001-N=004000-1thr-py_SciPy.out,1,4000,7998,0.0500,0.000221,0.000034,SciPy
output/tela-C-line-num-vert=2001-N=004000-24thr-exeLibC_0.out,24,4000,7998,0.05,0.000000,0.000031,libC
output/tela-C-line-num-vert=2001-N=004000-24thr-exeLibC_1.out,24,4000,7998,0.05,0.000014,0.000022,libC
output/tela-C-line-num-vert=2001-N=004000-24thr-py_LibC.out,24,4000,7998,0.0500,0.000023,0.000019,libC
output/tela-C-line-num-vert=2001-N=004000-2thr-exeLibC_0.out,2,4000,7998,0.05,0.000000,0.000019,libC
output/tela-C-line-num-vert=2001-N=004000-2thr-exeLibC_1.out,2,4000,7998,0.05,0.000015,0.000016,libC
output/tela-C-line-num-vert=2001-N=004000-2thr-py_LibC.out,2,4000,7998,0.0500,0.000021,0.000018,libC
output/tela-C-line-num-vert=2001-N=004000-48thr-exeLibC_0.out,48,4000,7998,0.05,0.000000,0.000042,libC
output/tela-C-line-num-vert=2001-N=004000-48thr-exeLibC_1.out,48,4000,7998,0.05,0.000020,0.000028,libC
output/tela-C-line-num-vert=2001-N=004000-48thr-py_LibC.out,48,4000,7998,0.0500,0.000036,0.000026,libC
output/tela-C-line-num-vert=2001-N=004000-4thr-exeLibC_0.out,4,4000,7998,0.05,0.000000,0.000021,libC
output/tela-C-line-num-vert=2001-N=004000-4thr-exeLibC_1.out,4,4000,7998,0.05,0.000012,0.000015,libC
output/tela-C-line-num-vert=2001-N=004000-4thr-py_LibC.out,4,4000,7998,0.0500,0.000019,0.000015,libC
output/tela-C-line-num-vert=2001-N=004000-8thr-exeLibC_0.out,8,4000,7998,0.05,0.000000,0.000022,libC
output/tela-C-line-num-vert=2001-N=004000-8thr-exeLibC_1.out,8,4000,7998,0.05,0.000011,0.000016,libC
output/tela-C-line-num-vert=2001-N=004000-8thr-py_LibC.out,8,4000,7998,0.0500,0.000019,0.000016,libC
output/tela-R-diag-grid-dim=0021-N=001764-16thr-exeLibC_0.out,16,1764,7056,0.23,0.000000,0.000019,libC
output/tela-R-diag-grid-dim=0021-N=001764-16thr-exeLibC_1.out,16,1764,7056,0.23,0.000009,0.000011,libC
output/tela-R-diag-grid-dim=0021-N=001764-16thr-py_LibC.out,16,1764,7056,0.2268,0.000017,0.000013,libC
output/tela-R-diag-grid-dim=0021-N=001764-1thr-exeLibC_0.out,1,1764,7056,0.23,0.000000,0.000014,libC
output/tela-R-diag-grid-dim=0021-N=001764-1thr-exeLibC_1.out,1,1764,7056,0.23,0.000013,0.000013,libC
output/tela-R-diag-grid-dim=0021-N=001764-1thr-py_LibC.out,1,1764,7056,0.2268,0.000017,0.000015,libC
output/tela-R-diag-grid-dim=0021-N=001764-1thr-py_SciPy.out,1,1764,7056,0.2268,0.000166,0.000016,SciPy
output/tela-R-diag-grid-dim=0021-N=001764-24thr-exeLibC_0.out,24,1764,7056,0.23,0.000000,0.000026,libC
output/tela-R-diag-grid-dim=0021-N=001764-24thr-exeLibC_1.out,24,1764,7056,0.23,0.000011,0.000013,libC
output/tela-R-diag-grid-dim=0021-N=001764-24thr-py_LibC.out,24,1764,7056,0.2268,0.000020,0.000016,libC
output/tela-R-diag-grid-dim=0021-N=001764-2thr-exeLibC_0.out,2,1764,7056,0.23,0.000000,0.000010,libC
output/tela-R-diag-grid-dim=0021-N=001764-2thr-exeLibC_1.out,2,1764,7056,0.23,0.000008,0.000008,libC
output/tela-R-diag-grid-dim=0021-N=001764-2thr-py_LibC.out,2,1764,7056,0.2268,0.000012,0.000011,libC
output/tela-R-diag-grid-dim=0021-N=001764-48thr-exeLibC_0.out,48,1764,7056,0.23,0.000000,0.000044,libC
output/tela-R-diag-grid-dim=0021-N=001764-48thr-exeLibC_1.out,48,1764,7056,0.23,0.000017,0.000020,libC
output/tela-R-diag-grid-dim=0021-N=001764-48thr-py_LibC.out,48,1764,7056,0.2268,0.000034,0.000026,libC
output/tela-R-diag-grid-dim=0021-N=001764-4thr-exeLibC_0.out,4,1764,7056,0.23,0.000000,0.000012,libC
output/tela-R-diag-grid-dim=0021-N=001764-4thr-exeLibC_1.out,4,1764,7056,0.23,0.000008,0.000009,libC
output/tela-R-diag-grid-dim=0021-N=001764-4thr-py_LibC.out,4,1764,7056,0.2268,0.000014,0.000012,libC
output/tela-R-diag-grid-dim=0021-N=001764-8thr-exeLibC_0.out,8,1764,7056,0.23,0.000000,0.000014,libC
output/tela-R-diag-grid-dim=0021-N=001764-8thr-exeLibC_1.out,8,1764,7056,0.23,0.000008,0.000010,libC
output/tela-R-diag-grid-dim=0021-N=001764-8thr-py_LibC.out,8,1764,7056,0.2268,0.000014,0.000012,libC
output/tela-R-diag-grid-dim=0051-N=010404-16thr-exeLibC_0.out,16,10404,41616,0.04,0.000000,0.000034,libC
output/tela-R-diag-grid-dim=0051-N=010404-16thr-exeLibC_1.out,16,10404,41616,0.04,0.000021,0.000027,libC
output/tela-R-diag-grid-dim=0051-N=010404-16thr-py_LibC.out,16,10404,41616,0.0384,0.000035,0.000022,libC
output/tela-R-diag-grid-dim=0051-N=010404-1thr-exeLibC_0.out,1,10404,41616,0.04,0.000000,0.000077,libC
